Funct,a,about,above,absolutely,across,actually,after,again,against,ahead,aint,ain't,all,allot,along,alot,also,although,am,among*,an,and,another,any,anybod*,anymore,anyone*,anything,anyway*,anywhere,apparently,are,arent,aren't,around,as,at,atho,atop,away,back,basically,be,became,because,become,becomes,becoming,been,before,behind,being,below,beneath,beside,besides,best ,between,beyond,billion*,both,bunch,but,by,can,cannot,cant,can't,cetera,clearly,completely,constantly,could,couldnt,couldn't,couldve,could've,couple,cuz,definitely,despite,did,didnt,didn't,difference*,do,does,doesnt,doesn't,doing,done,dont,don't,doubl*,down,dozen*,during,each,eight*,either,eleven,else,enough,entire*,equal*,especially,etc,even,eventually,ever,every,everybod*,everyone*,everything*,example*,except,extenet,extra,extremely,fairly,few*,fift*,first,firstly,firsts,five,for,form,four*,frequently,from,full*,generally,greater,greatest,had,hadnt,hadn't,half,has,hasnt,hasn't,have,havent,haven't,having,hed,he'd,her,here,heres,here's,hers,herself,hes,he's,highly,him,himself,his,hopefully,how,however,hundred*,i,Id,I'd,if,I'll,Im,I'm,immediately,in,infinit*,inside,insides,instead,into,is,isnt,isn't,it,itd,it'd,item*,itll,it'll,its,it's,itself,ive,I've,just,lack*,lately,least,less,let,lets,let's,loads,lot,lotof,lots,lotsa,lotta,main,many,may,maybe,me,might,mightve,might've,million*,mine,more,most,mostly,much,mucho,must,mustnt,must'nt,mustn't,mustve,must've,my,myself,near,nearly,neednt,need'nt,needn't,negat*,neither,never,nine*,no,nobod*,none,nope,nor,not,nothing,now,nowhere,of,off,often,on,once,one,ones ,oneself,only,onto,or,other,others,otherwise,ought,oughta,oughtnt,ought'nt,oughtn't,oughtve,ought've,our,ours,ourselves,out,outside,over,own,part,partly,perhaps,piec*,plenty,plus,primarily,probably,quarter*,quick*,rarely,rather,really,remaining,rest,same,second,section,seriously,seven*,several,shall,shant,shan't,she,she'd,she'll,shes,she's,should,shouldnt,should'nt,shouldn't,shouldve,should've,since,singl*,six*,so,some,somebod*,somehow,someone*,something*,somewhat,somewhere,soon,sooo*,still,stuff,such,ten,tenth,than,that,thatd,that'd,thatll,that'll,thats,that's,the,thee,their*,them,themselves,then,there,theres,there's,these,they,theyd,they'd,theyll,they'll,theyre,they're,theyve,they've,thine,thing*,third,thirt*,this,tho,those,thou,though,thousand*,thoust,three,through*,thru,thy,til,till,to,ton,tons,too,total,totally,toward*,trillion*,tripl*,truly,twel*,twent*,twice,two,uhuh,under,underneath,unique,unless,until,unto,up,upon,us,usually,various,very,wanna,was,wasnt,wasn't,we,we'd,well,we'll,were,we're,weren't,weve,we've,what,whatever,whats,what's,when,whenever,where,whereas,wheres,where's,whether,which,whichever,while,who,whod,who'd,whole,wholl,who'll,whom,whose,will,with,within,without,wont,won't,worst,would,wouldnt,wouldn't,wouldve,would've,ya,yall,y'all,ye,yet,you,youd,you'd,youll,you'll,your ,youre,you're,yours,youve,you've,zero,zillion*
Pronoun,anybod*,anyone*,anything,everybod*,everyone*,everything*,hed,he'd,her,hers,herself,hes,he's,him,himself,his,i,Id,I'd,I'll,Im,I'm,it,itd,it'd,itll,it'll,its,it's,itself,ive,I've,lets,let's,me,mine,my,myself,nobod*,oneself,other,others,our,ours,ourselves,she,she'd,she'll,shes,she's,somebod*,someone*,something*,somewhere,stuff,that,thatd,that'd,thatll,that'll,thats,that's,thee,their*,them,themselves,these,they,theyd,they'd,theyll,they'll,theyve,they've,thine,thing*,this,those,thou,thoust,thy,us,we,we'd,we'll,we're,weve,we've,what,whatever,whats,what's,which,whichever,who,whod,who'd,wholl,who'll,whom,whose,ya,yall,y'all,ye,you,youd,you'd,youll,you'll,your ,youre,you're,yours,youve,you've
Ppron,hed,he'd,her,hers,herself,hes,he's,him,himself,his,i,Id,I'd,I'll,Im,I'm,ive,I've,lets,let's,me,mine,my,myself,oneself,our,ours,ourselves,she,she'd,she'll,shes,she's,thee,their*,them,themselves,they,theyd,they'd,theyll,they'll,theyve,they've,thine,thou,thoust,thy,us,we,we'd,we'll,we're,weve,we've,ya,yall,y'all,ye,you,youd,you'd,youll,you'll,your ,youre,you're,yours,youve,you've
I,i,Id,I'd,I'll,Im,I'm,ive,I've,me,mine,my,myself
We,lets,let's,our,ours,ourselves,us,we,we'd,we'll,we're,weve,we've
You,thee,thine,thou,thoust,thy,ya,yall,y'all,ye,you,youd,you'd,youll,you'll,your ,youre,you're,yours,youve,you've
SheHe,he,hed,he'd,her,hers,herself,hes,he's,him,himself,his,oneself,she,she'd,she'll,shes,she's
They,their*,them,themselves,they,theyd,they'd,theyll,they'll,theyve,they've
Ipron,anybod*,anyone*,anything,everybod*,everyone*,everything*,it,itd,it'd,itll,it'll,its,it's,itself,nobod*,other,others,somebod*,someone*,something*,somewhere,stuff,that,thatd,that'd,thatll,that'll,thats,that's,these,thing*,this,those,what,whatever,whats,what's,which,whichever,who,whod,who'd,wholl,who'll,whom,whose
Article,a,alot,an,the
